id,LEI,Entity.LegalName,Entity.LegalName.xmllang,Entity.OtherEntityNames.OtherEntityName.1,Entity.LegalAddress.Region,Entity.LegalAddress.Country,Entity.LegalAddress.PostalCode,Entity.HeadquartersAddress.Region,Entity.HeadquartersAddress.Country,Entity.HeadquartersAddress.PostalCode,Entity.RegistrationAuthority.RegistrationAuthorityID,Entity.RegistrationAuthority.OtherRegistrationAuthorityID,Entity.RegistrationAuthority.RegistrationAuthorityEntityID,Entity.LegalJurisdiction,Entity.EntityStatus,Registration.RegistrationStatus,Registration.NextRenewalDate,Registration.ValidationSources,Registration.ValidationAuthority.ValidationAuthorityID,Registration.ValidationAuthority.ValidationAuthorityEntityID
3461,959800QBTWHLVQCV3G77,CARPINTERIA Y COCINAS BIGASTRO S.L.,,,,ES,3380,,ES,3380,RA000533,,A-104159-8,ES,ACTIVE,ISSUED,2021-10-05T10:15:07+00:00,FULLY_CORROBORATED,RA000533,A-104159-8
3462,959800HVWZ2T7SEHHV04,"SIGMA INFRAESTRUCTURAS, S.L.",,,,ES,3007,,ES,3007,RA000533,,A-90955-8,ES,ACTIVE,ISSUED,2021-10-05T10:15:06+00:00,FULLY_CORROBORATED,RA000533,A-90955-8
3463,959800R3HNJZ20V4S660,FUSTECO SL,,,,ES,3820,,ES,3820,RA000533,,A-22221-8,ES,ACTIVE,ISSUED,2021-10-05T10:15:04+00:00,FULLY_CORROBORATED,RA000533,A-22221-8
3464,5299005Z4X4XY3B9MT54,CALLIDUSCLOUD (INDIA) PRIVATE LIMITED,,,IN-TG,IN,500081,IN-TG,IN,500081,RA000394,,U74130TG2008PTC099515,IN,ACTIVE,ISSUED,2021-10-05T10:08:03+00:00,FULLY_CORROBORATED,RA000394,U74130TG2008PTC099515
3465,9845002CF74D6FEJ8371,MA Music Academy Europe GmbH,,MA Music-Academy Deutschland GmbH,,DE,41748,,DE,41748,RA000301,,HRB 13500,DE,ACTIVE,ISSUED,2021-10-05T10:20:51+00:00,FULLY_CORROBORATED,RA000301,HRB 13500
3466,984500E97FB1F7CA5S61,GÅSEN HOLDING ApS,,,,DK,2665,,DK,2665,RA000170,,30538749,DK,ACTIVE,ISSUED,2021-10-05T10:20:39+00:00,FULLY_CORROBORATED,RA000170,30538749
3467,5299003BHV6STTR2V947,DIE2 Invest & Consult GmbH,,,DE-HH,DE,22301,DE-HH,DE,22301,RA000259,,HRB 139261,DE,ACTIVE,ISSUED,2021-10-05T09:59:43+00:00,FULLY_CORROBORATED,RA000259,
3468,984500F94B52B5DB9917,VERGARI PNEUMATICI DI VERGARI STEFANO E ROBERTO S.N.C.,,,IT-RM,IT,178,IT-RM,IT,178,RA000407,,5044060589,IT,ACTIVE,ISSUED,2021-10-05T09:58:48+00:00,FULLY_CORROBORATED,RA000407,5044060589
3469,815600D410A55B724803,MG CONSULTING SOCIETA' TRA PROFESSIONISTI SOCIETA' A RESPONSABILI TA' LIMITATA,,,IT-LO,IT,26900,IT-LO,IT,26900,RA000407,,11069780960,IT,ACTIVE,ISSUED,2021-10-05T09:55:45+00:00,FULLY_CORROBORATED,RA000407,11069780960
3470,984500BGCJA655487Z44,Calsø Invest ApS,,,,DK,7400,,DK,7400,RA000170,,39322293,DK,ACTIVE,ISSUED,2021-10-05T09:57:19+00:00,FULLY_CORROBORATED,RA000170,39322293
3471,9845003ACC495AFEAF27,NJORD PROSJEKT 51 AS,,,,NO,250,,NO,250,RA000472,,925 604 224,NO,ACTIVE,ISSUED,2021-10-05T09:53:43+00:00,FULLY_CORROBORATED,RA000472,925 604 224
3472,984500E142ECBFA78A81,ASHLEY GROVE & COMPANY LTD,,,,GB,M25 0TL,,GB,M25 0TL,RA000585,,11409316,GB,ACTIVE,ISSUED,2021-10-05T09:58:14+00:00,FULLY_CORROBORATED,RA000585,11409316
3473,984500EC4BB8668ZC620,BUREAU VERITAS CONSUMER PRODUCTS SERVICES (INDIA) PRIVATE LIMITED,,,IN-DL,IN,110096,IN-DL,IN,110096,RA000394,,U74900DL1996PTC079646,IN,ACTIVE,ISSUED,2021-10-05T09:41:23+00:00,FULLY_CORROBORATED,RA000394,U74900DL1996PTC079646
3474,335800M8CBUIF1QBPY41,PALO ALTO NETWORKS (INDIA) TECHNOLOGIES PRIVATE LIMITED,en,,IN-KA,IN,560076,IN-KA,IN,560076,RA000394,,U74999KA2016FTC124081,IN,ACTIVE,ISSUED,2021-10-05T09:39:34+00:00,FULLY_CORROBORATED,RA000394,U74999KA2016FTC124081
3475,335800WXVKY8CKTSTZ92,NOIDA COMMERCIAL CO-OPERATIVE BANK LIMITED,en,,IN-UP,IN,201001,IN-UP,IN,201001,RA000398,,85931,IN,ACTIVE,ISSUED,2021-10-05T09:39:14+00:00,FULLY_CORROBORATED,RA000398,85931
3476,9845009OBEC5B3BB6978,Merx Group AB,,,,SE,602 23,,SE,602 23,RA000544,,556385-3760,SE,ACTIVE,ISSUED,2021-10-05T09:51:37+00:00,FULLY_CORROBORATED,RA000544,556385-3760
3477,984500AEF89D0E54E822,Ignagården Handelsbolag,,,,SE,281 92,,SE,281 92,RA000544,,969686-8943,SE,ACTIVE,ISSUED,2021-10-05T09:34:43+00:00,FULLY_CORROBORATED,RA000544,969686-8943
3478,984500H5G139BD070345,HNS ENERJİ ÜRETİM A.Ş.,,,,TR,35046,,TR,35046,RA000560,,4.63E+14,TR,ACTIVE,ISSUED,2021-10-05T09:34:39+00:00,FULLY_CORROBORATED,RA000560,4.63E+14
3479,81560031277E2F6C6706,BCS ROMA - S.R.L.,,,IT-RM,IT,198,IT-RM,IT,198,RA000407,,10610301003,IT,ACTIVE,ISSUED,2021-10-05T09:33:52+00:00,FULLY_CORROBORATED,RA000407,10610301003
3480,335800HQ6U918QWC7609,SHIV SHANKAR RICE MILLS,en,,IN-PB,IN,152022,IN-PB,IN,152022,RA000754,,03AAGFS9126D1ZF,IN,ACTIVE,ISSUED,2021-10-05T09:31:43+00:00,FULLY_CORROBORATED,RA000754,03AAGFS9126D1ZF
3481,9845001585D3EAOF6927,MUMBLES GROUP LIMITED,,MUMBLES VIEW DEVELOPMENTS LIMITED,,GB,RG17 0EY,,GB,RG17 0EY,RA000585,,6752956,GB,ACTIVE,ISSUED,2021-10-05T09:28:51+00:00,FULLY_CORROBORATED,RA000585,6752956
3482,9845007EA03DF63B7056,SHRI BALAJI CONSTRUCTION CO.,,,,IN,314001,,IN,314001,RA000754,,08AAQFS8356K1ZA,IN,ACTIVE,ISSUED,2021-10-05T09:27:40+00:00,PARTIALLY_CORROBORATED,RA000754,08AAQFS8356K1ZA
3483,335800FKQMZGREF9EX31,THE GANDHIDHAM CO-OPERATIVE BANK LTD.,en,,IN-GJ,IN,370205,IN-GJ,IN,370205,RA000398,,42898,IN,ACTIVE,ISSUED,2021-10-05T09:25:05+00:00,FULLY_CORROBORATED,RA000398,42898
3484,3358004XLZU97THGE288,INDIAN INSTITUTE OF SCIENCE,en,,IN-KA,IN,560012,IN-KA,IN,560012,RA000754,,29AAATI1501J2ZV,IN,ACTIVE,ISSUED,2021-10-05T09:24:42+00:00,FULLY_CORROBORATED,RA000754,29AAATI1501J2ZV
3485,815600E9D4612E4AA727,ARREDO FRIGO COLD LINE SRL,,,IT-AL,IT,15011,IT-AL,IT,15011,RA000407,,1989740061,IT,ACTIVE,ISSUED,2021-10-05T09:24:14+00:00,FULLY_CORROBORATED,RA000407,1989740061
3486,875500L9ZNW26OZVBW20,AC Immobilien GbR,,,DE-HH,DE,22605,DE-HH,DE,22605,RA999999,,,DE,ACTIVE,ISSUED,2021-10-06T20:28:24+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
3487,335800A5ENLEJXGGB769,CONTIGO OVERSEAS LLP,en,,IN-GJ,IN,360005,IN-GJ,IN,360005,RA000394,,AAR-5518,IN,ACTIVE,ISSUED,2021-10-05T09:20:27+00:00,FULLY_CORROBORATED,RA000394,AAR-5518
3488,529900U2I443LMHRTN74,INVERSIONES VIMEIRO SL,,,ES-MD,ES,28023,ES-MD,ES,28023,RA888888,Registro Mercantil Central,B88013263,ES,ACTIVE,ISSUED,2021-10-05T09:17:35+00:00,FULLY_CORROBORATED,RA888888,B88013263
3489,984500086Q17A49A4N81,Melkveebedrijf De Elzenhof,,,,NL,6881 WN,,NL,6881 WN,RA000463,,77471369,NL,ACTIVE,ISSUED,2021-10-05T09:16:47+00:00,FULLY_CORROBORATED,RA000463,77471369
3490,9598008T0G5SXTJSJ010,NOROESMAR S.A.,,,,ES,15006,,ES,15006,RA000533,,C-7534-8,ES,ACTIVE,ISSUED,2021-10-05T09:15:57+00:00,FULLY_CORROBORATED,RA000533,C-7534-8
3491,984500BDC9E6B5D05Z07,NEETU GUPTA,,,IN-UP,IN,208002,IN-UP,IN,208012,RA000754,,09AJXPG9331L1ZE,IN,ACTIVE,ISSUED,2021-10-05T09:15:31+00:00,FULLY_CORROBORATED,RA000754,09AJXPG9331L1ZE
3492,98450063D4AK55A59849,PWO Invest AS,,,,NO,1184,,NO,1184,RA000472,,894 571 772,NO,ACTIVE,ISSUED,2021-10-05T09:05:37+00:00,FULLY_CORROBORATED,RA000472,894 571 772
3493,81560034E5F36F537407,D.E.I. S.R.L.,,,IT-TO,IT,10015,IT-TO,IT,10015,RA000407,,9807790010,IT,ACTIVE,ISSUED,2021-10-05T09:02:53+00:00,FULLY_CORROBORATED,RA000407,9807790010
3494,9845001C14B1ABC6C698,WILSON PROP TRADE PTY LTD,,,AU-QLD,AU,4133,AU-QLD,AU,4133,RA000014,,644 664 648,AU,ACTIVE,ISSUED,2021-10-05T09:03:33+00:00,FULLY_CORROBORATED,RA000014,644 664 648
3495,8156009F8EEFA83AA813,CE.SUB. S.R.L.,,,IT-TA,IT,74027,IT-TA,IT,74027,RA000407,,2629910734,IT,ACTIVE,ISSUED,2021-10-05T08:59:41+00:00,FULLY_CORROBORATED,RA000407,2629910734
3496,815600823D166A9DA171,EDILGABRIELLI DI S. GABRIELLI E C. SOCIET IN NOME COLLETTIVO,,,IT-RM,IT,63,IT-RM,IT,63,RA000407,,7150910581,IT,ACTIVE,ISSUED,2021-10-05T08:56:14+00:00,FULLY_CORROBORATED,RA000407,7150910581
3497,5299008AWTWPD2OUQ539,IHS Nr. 3 GS GmbH,,,DE-BY,DE,82031,DE-BY,DE,82031,RA000304,,HRB 259673,DE,ACTIVE,ISSUED,2021-10-05T08:53:36+00:00,FULLY_CORROBORATED,RA000304,
3498,984500049H4EC9528C93,RIVERCROWN FINANCE LIMITED,,CR FINANCIAL SOLUTIONS LIMITED,,GB,W1S 2YX,,GB,W1S 2YX,RA000585,,9077487,GB,ACTIVE,ISSUED,2021-10-05T09:02:52+00:00,FULLY_CORROBORATED,RA000585,9077487
3499,894500UZ2Q9P1Y6P3I12,IVM Meyer GmbH,,,DE-BW,DE,88662,,DE,88662,RA000243,,HRB 581494,DE,ACTIVE,ISSUED,2021-10-05T08:49:44+00:00,FULLY_CORROBORATED,RA000243,HRB 581494
3500,984500C5DCC4DA575744,INTERPROGETTI SRL,,,IT-NA,IT,80142,IT-NA,IT,80142,RA000407,,5799950638,IT,ACTIVE,ISSUED,2021-10-05T08:45:31+00:00,FULLY_CORROBORATED,RA000407,5799950638
3501,335800YRWMMSAYN6A812,TELANGANA GRAMEENA BANK,en,,IN-TG,IN,500044,IN-TG,IN,500044,RA000754,,36AAAAD3893M2ZB,IN,ACTIVE,ISSUED,2021-10-05T08:44:02+00:00,FULLY_CORROBORATED,RA000754,36AAAAD3893M2ZB
3502,335800CBFWGWTBECS669,TRANSTEL UTILITIES PRIVATE LIMITED,en,,IN-MH,IN,400043,IN-MH,IN,400043,RA000394,,U51395MH1991PTC060681,IN,ACTIVE,ISSUED,2021-10-05T08:43:26+00:00,FULLY_CORROBORATED,RA000394,U51395MH1991PTC060681
3503,2594004NUAHDZHZ2R120,SYNERGIA PRO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL,,PL-02,PL,51-607,PL-02,PL,51-607,RA000484,,334389,PL,ACTIVE,ISSUED,2021-10-05T08:42:27+00:00,FULLY_CORROBORATED,RA000484,334389
3504,984500A4B9ZDE04F7A65,Jacob Nicolaisen IT,,,,DK,2000,,DK,2000,RA000170,,29676135,DK,ACTIVE,ISSUED,2021-10-05T08:45:51+00:00,FULLY_CORROBORATED,RA000170,29676135
3505,815600FC6F0786E53187,SUBMARINER - S.R.L.,,,IT-SP,IT,19126,IT-SP,IT,19126,RA000407,,762190114,IT,ACTIVE,ISSUED,2021-10-05T08:26:35+00:00,FULLY_CORROBORATED,RA000407,762190114
3506,9845005B86D6DF4CCD31,Svavars Holding ApS,,,,DK,1855,,DK,1855,RA000170,,40102914,DK,ACTIVE,ISSUED,2021-10-05T08:21:40+00:00,FULLY_CORROBORATED,RA000170,40102914
3507,984500DA2BJ0EC61EE30,"109 FEDERAL ROAD, LLC",,,US-CT,US,6801,US-CT,US,6801,RA000600,,707670,US-CT,ACTIVE,ISSUED,2021-10-05T08:16:06+00:00,FULLY_CORROBORATED,RA000600,707670
3508,335800ANS56SEPNP3M84,DEOLEO INDIA PRIVATE LIMITED,en,,IN-MH,IN,400050,IN-MH,IN,400050,RA000394,,U74900MH2013FTC247256,IN,ACTIVE,ISSUED,2021-10-05T08:16:05+00:00,FULLY_CORROBORATED,RA000394,U74900MH2013FTC247256
3509,335800MNUG4FZP1NZB52,TRL KROSAKI REFRACTORIES LIMITED PROVIDENT FUND,en,,IN-OR,IN,768218,IN-OR,IN,768218,RA999999,,,IN,ACTIVE,ISSUED,2021-10-05T08:15:43+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
3510,95980037978J8594JE64,URBANIZACIONES GESTIONADAS SL,,,,ES,11130,,ES,11130,RA000533,,CA-21117-8,ES,ACTIVE,ISSUED,2021-10-05T08:15:09+00:00,FULLY_CORROBORATED,RA000533,CA-21117-8
3511,9598002S9VJ72XA75U87,PROMUA 2L SL,,,,ES,11130,,ES,11130,RA000533,,CA-11169-8,ES,ACTIVE,ISSUED,2021-10-05T08:15:08+00:00,FULLY_CORROBORATED,RA000533,CA-11169-8
3512,984500859HB71F0BUD36,Gurema AB,,,,SE,426 52,,SE,426 52,RA000544,,556932-7462,SE,ACTIVE,ISSUED,2021-10-05T08:16:51+00:00,FULLY_CORROBORATED,RA000544,556932-7462
3513,984500JF3NFDZAD2D813,SMMW HOLDINGS LIMITED,,,,GB,BN27 1DW,,GB,BN27 1DW,RA000585,,12583040,GB,ACTIVE,ISSUED,2021-10-05T08:09:49+00:00,FULLY_CORROBORATED,RA000585,12583040
3514,9845000DCDIE7BA47035,MIA SAN MIA,,,,BE,8210,,BE,8210,RA000025,,0674.934.017,BE,ACTIVE,ISSUED,2021-10-05T08:01:14+00:00,FULLY_CORROBORATED,RA000025,0674.934.017
3515,984500AA8RZECFF45253,DelCon GmbH,,,,DE,61348,,DE,61348,RA000209,,HRB 9690,DE,ACTIVE,ISSUED,2021-10-05T07:56:33+00:00,FULLY_CORROBORATED,RA000209,HRB 9690
3516,984500BA0S1576F44642,Kopp7 UG (haftungsbeschränkt),,,,DE,85560,,DE,85560,RA000304,,HRB 234236,DE,ACTIVE,ISSUED,2021-10-05T07:56:32+00:00,FULLY_CORROBORATED,RA000304,HRB 234236
3517,984500736EJEF469C721,SIMON FJORD CHRISTENSEN HOLDING ApS,,,,DK,6715,,DK,6715,RA000170,,29923345,DK,ACTIVE,ISSUED,2021-10-05T07:55:44+00:00,FULLY_CORROBORATED,RA000170,29923345
3518,815600FE89CF0F513578,MADATEX S.R.L.,,,IT-BR,IT,72021,IT-BR,IT,72021,RA000407,,1625560741,IT,ACTIVE,ISSUED,2021-10-05T07:49:01+00:00,FULLY_CORROBORATED,RA000407,1625560741
3519,529900YPR2AP09TE1237,Fosun Atlas Capital SICAV RAIF S.C.S. - FOSUN ATLAS HEALTHCARE ENHANCED EQUITY FUND,,,LU-LU,LU,5365,LU-LU,LU,5365,RA999999,,,LU,ACTIVE,ISSUED,2021-10-05T07:42:43+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
3520,815600612B223D1B0863,NSI ADVISOR SRL,,,IT-MI,IT,20025,IT-MI,IT,20025,RA000407,,10913080965,IT,ACTIVE,ISSUED,2021-10-05T07:42:22+00:00,FULLY_CORROBORATED,RA000407,10913080965
3521,391200V1253A1Y889X67,Resilient Retail UG (haftungsbeschränkt),,,DE-BW,DE,71083,DE-BW,DE,71083,RA000351,,HRB 773659,DE,ACTIVE,ISSUED,2021-10-05T07:41:16+00:00,FULLY_CORROBORATED,RA000351,HRB 773659
3522,98450084BQ7C956ECF82,VJfitness s.r.o.,,,,CZ,110 00,,CZ,110 00,RA000163,,089 52 850,CZ,ACTIVE,ISSUED,2021-10-05T07:35:46+00:00,FULLY_CORROBORATED,RA000163,089 52 850
3523,98450009371D36B9E467,ALFORENT SL,,,,ES,,,ES,,RA000533,,M-366057-8,ES,ACTIVE,ISSUED,2021-10-05T07:30:55+00:00,FULLY_CORROBORATED,RA000533,M-366057-8
3524,391200YK193EQXC8M176,Resilient Group GmbH,,,DE-BW,DE,71083,DE-BW,DE,71083,RA000351,,HRB 750620,DE,ACTIVE,ISSUED,2021-10-05T07:29:42+00:00,FULLY_CORROBORATED,RA000351,HRB 750620
3525,2594001W8ZDTUXNA4S67,DK INVEST GROUP LIMITED,GB,,GB-MIK,GB,mk36lu,PL-10,PL,91-464,RA000585,,12789255,GB,ACTIVE,ISSUED,2021-10-05T07:29:00+00:00,FULLY_CORROBORATED,RA000585,12789255
3526,335800UEDKQ9YNGEYH39,NATIONAL CAPITAL REGION TRANSPORT CORPORATION LIMITED,en,,IN-DL,IN,110049,IN-DL,IN,110049,RA000394,,U60200DL2013GOI256716,IN,ACTIVE,ISSUED,2021-10-05T07:27:50+00:00,FULLY_CORROBORATED,RA000394,U60200DL2013GOI256716
3527,335800V487799YWSAK08,ASIAN PAINTS FACTORY EMPLOYEE PROVIDENT FUND,en,,IN-MH,IN,400055,IN-MH,IN,400055,RA999999,,,IN,ACTIVE,ISSUED,2021-10-05T07:27:25+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
3528,335800KBBF5SJT5CZ342,BAGPAT GREEN ENERGY PRIVATE LIMITED,en,,IN-MH,IN,400070,IN-MH,IN,400070,RA000394,,U40200MH2018PTC311839,IN,ACTIVE,ISSUED,2021-10-05T07:27:03+00:00,FULLY_CORROBORATED,RA000394,U40200MH2018PTC311839
3529,3912005LX9742AY9C393,RMV Holding GmbH,,,DE-NW,DE,33335,DE-NW,DE,33335,RA000257,,HRB 11972,DE,ACTIVE,ISSUED,2021-10-05T07:26:15+00:00,FULLY_CORROBORATED,RA000257,HRB 11972
3530,335800CBHTVGI4L2YN75,MARUTI FERROUS PRIVATE LIMITED,en,,IN-WB,IN,700108,IN-CT,IN,492001,RA000394,,U27320WB2003PTC097293,IN,ACTIVE,ISSUED,2021-10-05T07:21:09+00:00,FULLY_CORROBORATED,RA000394,U27320WB2003PTC097293
3531,335800K3G81D7DZ5T840,HEHONG PAPER INDIA TECHNOLOGY PRIVATE LIMITED,en,,IN-GJ,IN,370421,IN-GJ,IN,370421,RA000394,,U37100GJ2020FTC112092,IN,ACTIVE,ISSUED,2021-10-05T07:20:40+00:00,FULLY_CORROBORATED,RA000394,U37100GJ2020FTC112092
3532,529900HRL57AF5LL8142,A&S Invest GmbH Steuerberatungsgesellschaft,,,AT-4,AT,4490,AT-4,AT,4490,RA000017,,528464d,AT,ACTIVE,ISSUED,2021-10-05T07:20:08+00:00,FULLY_CORROBORATED,RA000017,528464d
3533,529900IZ4QHLOUKIUH50,Meta Hesz Group 1 GmbH,,,AT-9,AT,1220,AT-9,AT,1220,RA000017,,536844b,AT,ACTIVE,ISSUED,2021-10-05T07:19:53+00:00,FULLY_CORROBORATED,RA000017,
3534,529900GHPC4S3I1PK281,Meta Hefa Immobilien GmbH,,,AT-9,AT,1220,AT-9,AT,1220,RA000017,,451237i,AT,ACTIVE,ISSUED,2021-10-05T07:19:38+00:00,FULLY_CORROBORATED,RA000017,
3535,558600LA4TCYDQBK8537,MISSED CALL ETS,en-US,,SA-02,SA,,SA-02,SA,,RA000513,,4030177425,SA,ACTIVE,ISSUED,2021-10-05T07:15:46+00:00,FULLY_CORROBORATED,RA000513,
3536,894500V05J42ITHUOE61,Andelsboligforeningen Søparken,,,,DK,9000,,DK,9000,RA000170,,30036441,DK,ACTIVE,ISSUED,2021-10-05T07:13:43+00:00,FULLY_CORROBORATED,RA000170,30036441
3537,391200YLU99UQP653P50,Stolze Holding GmbH,,,DE-NW,DE,47533,DE-NW,DE,47533,RA000278,,HRB 16367,DE,ACTIVE,ISSUED,2021-10-05T07:11:19+00:00,FULLY_CORROBORATED,RA000278,HRB 16367
3538,39120039H7DD1FVFOZ07,Handelsgesellschaft Begau - UG (haftungsbeschränkt),,,DE-BW,DE,72827,DE-BW,DE,72827,RA000351,,HRB 732914,DE,ACTIVE,ISSUED,2021-10-05T07:11:18+00:00,FULLY_CORROBORATED,RA000351,HRB 732914
3539,391200CTXRVX1Y5YCU71,JB-Transport u. Handelsgesellschaft mbH,,,DE-NW,DE,42499,DE-NW,DE,42499,RA000280,,HRB 75876,DE,ACTIVE,ISSUED,2021-10-05T07:11:16+00:00,FULLY_CORROBORATED,RA000280,HRB 75876
3540,984500DE93B38A0DED88,BBI INGENIØRFIRMA A/S,,INGENIØRFIRMA BØRGE B. IVERSEN A/S,,DK,8260,,DK,8260,RA000170,,73205115,DK,ACTIVE,ISSUED,2021-10-05T07:09:00+00:00,FULLY_CORROBORATED,RA000170,73205115
3541,335800982HE7QVYOYL58,SANRIA ENGINEERING AND CONSULTING PRIVATE LIMITED,en,,IN-KA,IN,560078,IN-KA,IN,560078,RA000394,,U72200KA2002PTC030529,IN,ACTIVE,ISSUED,2021-10-05T06:59:39+00:00,FULLY_CORROBORATED,RA000394,U72200KA2002PTC030529
3542,3912000WJSZSOT55Q210,ENCHORE SE,,,DE-NW,DE,40789,DE-NW,DE,40789,RA000234,,HRB 87286,DE,ACTIVE,ISSUED,2021-10-05T06:56:15+00:00,FULLY_CORROBORATED,RA000234,HRB 87286
3543,391200NGDSIXFZDM7F58,A.T. Agentur GmbH - Handelsvertretungen aller Art,,,DE-RP,DE,76829,DE-RP,DE,76829,RA000284,,HRB 1984,DE,ACTIVE,ISSUED,2021-10-05T06:56:14+00:00,FULLY_CORROBORATED,RA000284,HRB 1984
3544,391200GIRCE1ZRRG5F65,SECPLAN Technik GmbH,,,DE-HE,DE,64385,DE-HE,DE,64385,RA000228,,HRB 71525,DE,ACTIVE,ISSUED,2021-10-05T06:56:14+00:00,FULLY_CORROBORATED,RA000228,HRB 71525
3545,391200JF5IJWDYSF7X77,CARUSO GmbH Vliesstoff-Werk Polster-Halbfabrikate,,,,DE,96237,,DE,96237,RA000225,,HRB 670,DE,ACTIVE,ISSUED,2021-10-05T06:56:13+00:00,FULLY_CORROBORATED,RA000225,HRB 670
3546,391200464ONXLLD66709,SECPLAN Vertriebs GmbH,,,DE-HE,DE,64385,DE-HE,DE,64385,RA000228,,HRB 93822,DE,ACTIVE,ISSUED,2021-10-05T06:56:10+00:00,FULLY_CORROBORATED,RA000228,HRB 93822
3547,2763PU6PFT2VG19LCB72,The First Investor,,شركة المستثمر الاول,QA-DA,QA,,QA-DA,QA,,RA000494,,22175,QA,ACTIVE,ISSUED,2021-10-05T06:55:48+00:00,FULLY_CORROBORATED,RA000494,22175
3548,3358008YPDZ9K3WC9N65,SAGEONE INDIA OPPORTUNITY TRUST,en,,IN-MH,IN,411014,IN-MH,IN,411014,RA000395,,IN/AIF3/19-20/0711,IN,ACTIVE,ISSUED,2021-10-05T06:53:52+00:00,FULLY_CORROBORATED,RA000395,IN/AIF3/19-20/0711
3549,8156007BA7DD08D1BB08,"ITALIAN FROZEN FOOD HOLDING S.P.A. O, IN BREVE IFFH S.P.A.",,,IT-MI,IT,20124,IT-MI,IT,20124,RA000407,,10516430963,IT,ACTIVE,ISSUED,2021-10-05T06:48:58+00:00,FULLY_CORROBORATED,RA000407,10516430963
3550,391200977IRT82T72L42,Albert-Schweitzer-Familienwerk Mecklenburg-Vorpommern e.V.,,,DE-NW,DE,17438,DE-NW,DE,17438,RA000349,,VR 6300,DE,ACTIVE,ISSUED,2021-10-05T06:41:08+00:00,FULLY_CORROBORATED,RA000349,VR 6300
3551,391200MF2SDIGP1G0I13,Bayerischer Bezirketag,,,DE-BY,DE,80339,DE-BY,DE,80339,RA999999,,,DE,ACTIVE,ISSUED,2021-10-05T06:41:07+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
3552,391200I5OAGLLXBSVS88,Gutsverwaltung Neverin Brockdorff GbR,,,DE-MV,DE,17039,DE-MV,DE,17039,RA999999,,,DE,ACTIVE,ISSUED,2021-10-05T06:41:06+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
3553,984500040D15AFG51550,Nabe Lauritsen ApS,,NABE LAURITSEN IVS,,DK,6700,,DK,6700,RA000170,,36475935,DK,ACTIVE,ISSUED,2021-10-05T06:37:43+00:00,FULLY_CORROBORATED,RA000170,36475935
3554,9845000S908C6FEC2E07,Lüdemann Consulting ApS,,Lüdemann Consulting IVS,,DK,8000,,DK,8000,RA000170,,37473332,DK,ACTIVE,ISSUED,2021-10-05T06:32:45+00:00,FULLY_CORROBORATED,RA000170,37473332
3555,3358004TYG5RKO4GTL72,DUN & BRADSTREET TECHNOLOGIES & DATA SERVICES PRIVATE LIMITED,en,,IN-TN,IN,600096,IN-TN,IN,600096,RA000394,,U72200TN2007FTC062129,IN,ACTIVE,ISSUED,2021-10-05T06:27:12+00:00,FULLY_CORROBORATED,RA000394,U72200TN2007FTC062129
3556,391200FIALKHQ4AZGL14,The LMC US Trust,,,US-WY,US,83001,US-WY,US,83001,RA999999,,,US-WY,ACTIVE,ISSUED,2021-10-05T06:26:04+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
3557,391200GDUHKYRPIPKI12,Walter Musterkollektionen AG in Liquidation,,,,CH,6300,,CH,6300,RA000549,,Handelsregister CH-101.074.697,CH,ACTIVE,ISSUED,2021-10-05T06:26:03+00:00,FULLY_CORROBORATED,RA000549,CH-101.074.697
3558,984500CC363D50FEA659,Sterling Inc,,,IN-MH,IN,400057,IN-MH,IN,400057,RA000713,,307069991,IN,ACTIVE,ISSUED,2021-10-05T06:24:55+00:00,FULLY_CORROBORATED,RA000713,307069991
3559,529900SKZG2NDWMBX959,Kath. Kirchenstiftung Darstellung des Herrn,,,DE-BY,DE,83229,DE-BY,DE,83229,RA999999,,,DE,ACTIVE,ISSUED,2021-10-05T06:22:05+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
3560,984500BB7T0Y6F437C81,EASTERN ELECTROLYSER LTD,,,IN-UP,IN,201301,IN-UP,IN,201301,RA000713,,594002630,IN,ACTIVE,ISSUED,2021-10-05T06:19:34+00:00,FULLY_CORROBORATED,RA000713,594002630
3561,984500B8C1C44C8DB886,LARS BJØRN HANSEN ApS,,,,DK,9280,,DK,9280,RA000170,,36493763,DK,ACTIVE,ISSUED,2021-10-05T06:29:28+00:00,FULLY_CORROBORATED,RA000170,36493763
3562,5299008IFCNJ9M8OU560,Kath. Kirchenstiftung St. Andreas Engelsberg,,,DE-BY,DE,84549,DE-BY,DE,84549,RA999999,,,DE,ACTIVE,ISSUED,2021-10-05T06:15:36+00:00,ENTITY_SUPPLIED_ONLY,RA999999,
3563,984500C0B14567986792,BETTA VERMÖGENSVERWALTUNGS GMBH,,,,AT,7100,,AT,7100,RA000017,,488142g,AT,ACTIVE,ISSUED,2021-10-05T06:14:00+00:00,FULLY_CORROBORATED,RA000017,488142g
